json_index,sleutelfiguur,rol,zin,crypto_relevant,reden,tags,betrouwbaarheid,rechtmatigheid,overtuigend
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft echter geoordeeld dat de encrochat-berichten voldoende betrouwbaar en relevant zijn als bewijsmiddel.,Ja,De rechtbank vindt de encrochat-berichten betrouwbaar en relevant als bewijs voor de betrokkenheid van de verdachten bij de criminele activiteiten.,"betrouwbaar bewijs, relevante communicatie, overtuigend bewijs, cruciale rol, wettig bewezen",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft overwogen dat er in eerdere uitspraken geen grond was gevonden om te concluderen dat de interceptie van encrochat- en sky-ecc data onrechtmatig was.,Ja,"De rechtbank heeft geconcludeerd dat er geen aanwijzingen waren voor onrechtmatigheid in de interceptie van versleutelde communicatie, gebaseerd op eerdere uitspraken.","rechtmatigheid bevestigd, geen onrechtmatigheid, eerdere uitspraken, crypto-data interceptie, rechters oordeel",nvt,ja,nvt
1,sleutelfiguur_1,het hof,"In het specifieke geval van het onderzoek 13Zwaluw, waarbij ennetcom-berichten als bewijsmateriaal werden gebruikt, heeft het hof geoordeeld dat de ennetcom-gegevens als bewijsmateriaal kunnen worden gebruikt voor het onderzoek en de vervolging van de voorbereiding van moord.",Ja,Het hof heeft vastgesteld dat de ennetcom-gegevens rechtmatig zijn verkregen en dat er een gerechtelijke machtiging was voor het gebruik ervan.,"rechtmatige verkrijging, gerechtelijke machtiging, relevantie voor moordonderzoek, toestemming rechter-commissaris, gebruik in strafrechtelijk onderzoek",ja,ja,ja
1,sleutelfiguur_1,rechter,"De rechter heeft aangegeven dat een bewezenverklaring niet alleen kan rusten op berichten uit Encrochat en Sky-ECC, maar dat er ook andere feiten en omstandigheden nodig zijn om deze berichten te ondersteunen.",Ja,De rechter vindt dat de berichten uit Encrochat en Sky-ECC op zichzelf niet voldoende zijn om een bewezenverklaring te ondersteunen zonder aanvullende feiten en omstandigheden.,"onvoldoende bewijs, aanvullend bewijs nodig, kritiek op toerekening, stemherkenning onvoldoende, geen directe koppeling verdachte",nee,nvt,nee
1,sleutelfiguur_1,de rechtbank,Versleutelde communicatie via Sky-ECC speelde een belangrijke rol bij het bewijs in deze zaak. Uit de berichten die verstuurd waren via Sky-ECC bleek dat de verdachte een rol speelde die kwalificeerde als die van medepleger bij de invoer van de cocaïne.,Ja,"De rechtbank baseerde haar oordeel mede op de versleutelde communicatie via Sky-ECC, die aantoonde dat de verdachte op de hoogte was van en betrokken was bij het transport.","Sky-ECC, medepleger, versleutelde communicatie, bewijsvoering, betrokkenheid verdachte",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,"De raadsman had ter zitting onderzoekswensen geuit met betrekking tot de verkrijging van encrochat gegevens, maar de rechtbank liet dit verzoek buiten beschouwing omdat deze gegevens niet van belang waren voor de bewezenverklaring in de zaak.",Ja,De rechtbank vond de encrochat gegevens niet relevant voor de bewezenverklaring en liet het verzoek om onderzoek naar deze gegevens buiten beschouwing.,"encrochat, irrelevant bewijs, onderzoeksverzoek afgewezen, bewijsuitsluiting, geen invloed op uitspraak",nvt,nvt,nvt
1,sleutelfiguur_1,rechter,"De rechter heeft geoordeeld dat het bewaren en het gebruik van Sky ECC data in Nederland rechtmatig zijn geweest, waarbij er geen sprake was van onrechtmatig gebruik van data uit de hack bij Sky ECC in Frankrijk.",Ja,"De rechter oordeelt dat de interceptie en het gebruik van de Sky ECC data rechtmatig zijn, omdat er geen sprake was van onrechtmatig gebruik en de data van een afgebakende groep gebruikers met concrete verdenkingen van criminele activiteiten afkomstig zijn.","rechtmatigheid bevestigd, afgebakende gebruikersgroep, geen onrechtmatig gebruik, concrete verdenkingen, eerlijk proces gewaarborgd",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"Wat betreft de versleutelde communicatie via pgp-telefoons met Sky ECC en Anom, heeft dit bijgedragen aan het bewijs in de zaak doordat er chatberichten, foto's en instructies werden uitgewisseld over de productie van amfetamine en de grondstoffen hiervoor.",Ja,De rechtbank heeft de versleutelde communicatie via pgp-telefoons als bewijs gebruikt om de betrokkenheid van de verdachte bij de productie en handel van verdovende middelen aan te tonen.,"versleutelde communicatie, pgp-telefoons, Sky ECC, Anom, bewijs van betrokkenheid",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank oordeelt dat de intensiteit van de communicatie en de wijze waarop deze heeft plaatsgevonden, wijst op een significante bijdrage aan het medeplegen van de feiten.",Ja,"De rechtbank baseert haar oordeel op de intensieve communicatie via versleutelde kanalen, wat bijdraagt aan het bewijs van medeplegen.","intensieve communicatie, medeplegen, versleutelde kanalen, bewijsvoering, significante bijdrage",ja,nvt,ja
1,sleutelfiguur_1,rechter,In deze zaak is het dus essentieel dat de rechter zorgvuldig het verzamelde bewijsmateriaal beoordeelt en de rechtmatigheid en overtuigingskracht ervan afweegt.,Ja,"De rechter moet de rechtmatigheid en overtuigingskracht van het bewijs afkomstig van versleutelde communicatie beoordelen, wat cruciaal is voor de uitkomst van het proces.","rechtmatigheid beoordeling, overtuigingskracht evaluatie, versleutelde communicatie, bewijsmateriaal analyse, procesuitkomst impact",nvt,nvt,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft het standpunt van de officieren van justitie gevolgd en geoordeeld dat het wettig en overtuigend bewezen is dat de verdachte heeft deelgenomen aan een criminele organisatie met als oogmerk het plegen van valsheid in geschrifte en witwassen.,Ja,"De rechtbank baseert haar oordeel mede op het bewijs verkregen uit versleutelde communicatie via SkyECC, dat een belangrijke rol speelde in het aantonen van de deelname aan de criminele organisatie.","SkyECC, versleutelde communicatie, criminele organisatie, bewijsvoering, rechterlijk oordeel",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft vastgesteld dat de verdachte gebruik maakte van het SkyECC-account met de gebruikersnaam [gebruikersnaam 3] en [code 1]. Uit de communicatie die via SkyECC heeft plaatsgevonden, blijkt dat de verdachte contact onderhield met andere SkyECC-gebruikers die geïdentificeerd zijn als [gebruikersnaam 10] en [medeverdachte 6]. Deze communicatie heeft bijgedragen aan het bewijs tegen de verdachte en medeverdachten, aangezien er afspraken werden gemaakt en informatie werd uitgewisseld over de import en handel in cocaïne.",Ja,"De rechtbank heeft de communicatie via SkyECC als onderdeel van het bewijsproces beschouwd, maar vond het niet voldoende om de betrokkenheid van de verdachte wettig en overtuigend te bewijzen.","SkyECC-gebruik, bewijsbijdrage, onvoldoende bewijs, versleutelde communicatie, contact met medeverdachten",ja,nvt,nee
1,sleutelfiguur_1,rechter,"De versleutelde communicatie via EncroChat, Sky-ECC en Anom heeft een belangrijke rol gespeeld bij het bewijs tegen de verdachte.",Ja,De rechter heeft vastgesteld dat de ontsleutelde berichten cruciaal waren voor het bewijs van betrokkenheid van de verdachte bij de criminele organisatie.,"versleutelde communicatie, ontsleutelde berichten, criminele organisatie, bewijsvoering, betrokkenheid verdachte",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft vastgesteld dat het gebruik van afgeschermde communicatie via pgp-telefoons en het versluierde taalgebruik in de ennetcom-berichten hebben bijgedragen aan het vermoeden van een crimineel oogmerk bij het samenwerkingsverband.,Ja,De rechtbank baseert haar oordeel op het gebruik van versleutelde communicatie als bewijs voor criminele activiteiten.,"afgeschermde communicatie, versluierd taalgebruik, crimineel oogmerk, pgp-telefoons, ennetcom-berichten",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat de verwerking van de ennetcomdata in strijd is met verschillende wetten en richtlijnen, waaronder het EVRM, het handvest van de grondrechten van de Europese Unie en de Grondwet.",Ja,De rechtbank vindt dat de verwerking van de versleutelde communicatiegegevens niet voldoet aan de wettelijke vereisten en dat er sprake is van buitenwettelijke opsporing.,"onrechtmatige verwerking, inbreuk op privacy, buitenwettelijke opsporing, niet proportioneel, schending van richtlijnen",nee,nee,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat de onder de verdachte in beslag genomen en niet teruggegeven voorwerpen, waaronder de blackberry, de iPhone en de sleutel, verbeurd verklaard dienen te worden.",Ja,De rechtbank vindt dat de versleutelde communicatiemiddelen een cruciale rol hebben gespeeld bij het begaan van de bewezen verklaarde feiten.,"verbeurdverklaring, crypto-telefoons, bewijsvoering, heimelijke communicatie, bewezen verklaarde feiten",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"Wat betreft de rol van versleutelde communicatie, met name EncroChat, heeft de rechtbank geoordeeld dat de inhoud van de chatberichten concreet genoeg is om als bewijs te dienen voor de betrokkenheid van de verdachte bij de drugshandel.",Ja,De rechtbank vindt de EncroChat-berichten concreet en overtuigend genoeg om als bewijs te dienen voor de betrokkenheid van de verdachte bij de drugshandel.,"concreet bewijs, betrokkenheid verdachte, versleutelde communicatie, overtuigend bewijs, drugshandel",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat het vaststaat dat medeverdachte 5 deze accounts gebruikte, mede op basis van onderlinge verbanden en samenhang van de onderzoeksbevindingen.",Ja,"De rechtbank baseert haar oordeel op de onderzoeksbevindingen die de identificatie van gebruikers van encrochat-accounts betreffen, wat essentieel is voor de bewijsvoering.","gebruikersidentificatie, onderzoeksbevindingen, bewijsvoering, versleutelde communicatie, medeverdachte 5",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft vastgesteld dat de interceptie van de Sky ECC-data heeft plaatsgevonden in een Frans opsporingsonderzoek, met toestemming van een Franse rechter, op basis van Frans recht en met behulp van een Franse interceptietool.",Ja,De rechtbank oordeelde dat de Sky ECC-data rechtmatig zijn verkregen en dat de verweren van de verdediging hierover zijn verworpen.,"rechtmatigheid bevestigd, interstatelijk vertrouwensbeginsel, Frans recht, toestemming Franse rechter, verwerping verdediging",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank kwam tot vrijspraak ten aanzien van dit feit. Dit betekent dat de rechtbank heeft geoordeeld dat er onvoldoende bewijs was om de verdachte schuldig te bevinden aan het leiding geven aan de overtredingen met betrekking tot de PGP-telefoons.,Ja,"De rechtbank vond het bewijs met betrekking tot de PGP-telefoons onvoldoende om tot een veroordeling te komen, mogelijk door twijfel over de betrokkenheid van de verdachte of procedurele fouten.","onvoldoende bewijs, twijfel betrokkenheid, procedurele fouten, vrijspraak, PGP-telefoons",nee,nvt,nee
1,sleutelfiguur_1,de rechtbank,"De rechtbank oordeelde dat de door het Openbaar Ministerie aangedragen omstandigheden, zowel afzonderlijk als in samenhang bezien, onvoldoende waren om met voldoende zekerheid vast te stellen dat de verdachte daadwerkelijk de persoon was die chatberichten en geluidsfragmenten vanaf het account 'lowerblow' naar het account 'safetycave' had gestuurd.",Ja,"De rechtbank vond dat er geen sluitend bewijs was dat de verdachte achter het 'lowerblow'-account zat, ondanks de aanwezigheid van crypto-data zoals chatberichten en geluidsfragmenten.","onvoldoende zekerheid, geen sluitend bewijs, identiteit onzeker, crypto-data niet overtuigend, gebrek aan concrete koppeling",nee,nvt,nee
1,sleutelfiguur_1,rechter,De rechter heeft dus geoordeeld dat het verkregen bewijs en de bezwaren van de verdediging in deze strafzaak rechtmatig waren en voldoende grond boden voor de verdere vervolging van de verdachte.,Nee,"De rechter heeft geen specifiek standpunt ingenomen over crypto-data, maar heeft zich gericht op de rechtmatigheid van de doorzoeking en de verdenking.","rechtmatigheid van doorzoeking, voldoende verdenking, anonieme melding, opiumwet overtreding, vervolging rechtvaardiging",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft de identificatie van de verdachten op basis van versleutelde communicatie als betrouwbaar en valide beschouwd.,Ja,"De rechtbank acht de versleutelde communicatie betrouwbaar en valide voor de identificatie van de verdachten, ondersteund door andere bewijsmiddelen.","betrouwbaarheid van crypto-data, valide identificatie, ondersteund door ander bewijs, behoedzaamheid in interpretatie, belastende uitleg",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat de pgpsafedata relevant zijn voor het bewijs en dat deze kunnen worden gebruikt in de zaak.,Ja,"De rechtbank vindt dat de pgpsafedata, verkregen via een rechtshulpverzoek, een cruciaal onderdeel van het dossier vormen en van bepalende invloed zijn geweest voor het onderzoek en de vervolging.","relevantie van pgpsafedata, rechtshulpverzoek, bepalende invloed, gebruik in bewijsvoering, verwerping verdediging",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"Het standpunt van de rechter met betrekking tot het gebruik van versleutelde communicatie via Encrochat en Sky-ECC als bewijs in de zaak waarbij de berichten van de persoon met de accountnaam [accountnaam] zijn gebruikt, is dat de berichten die door deze persoon zijn verzonden en ontvangen, door de rechtbank zijn gebruikt als bewijs.",Ja,"De rechtbank heeft de versleutelde berichten als bewijs gebruikt, maar erkent dat er geen verklaring van de betrokken persoon is om de betrouwbaarheid te betwisten.","gebruik als bewijs, ontbreken verklaring, betrouwbaarheid betwist, versleutelde communicatie, bewijslevering",nee,nvt,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft het verzoek van de verdediging afgewezen, omdat zij geen aanleiding ziet om de verzoeken toe te wijzen.",Ja,De rechtbank vindt de verzoeken van de verdediging onvoldoende onderbouwd en ziet geen reden om te twijfelen aan de rechtmatigheid en betrouwbaarheid van de crypto-data.,"onvoldoende onderbouwing, afwijzing verzoek, rechtmatigheid debat, beslissing bij vonnis, geen aanleiding voor twijfel",nvt,nvt,nvt
1,sleutelfiguur_1,rechter,"Het oordeel van de rechter met betrekking tot het gevonden bewijs in de zaak waarbij versleutelde communicatie, specifiek Encrochat, een rol speelde, was dat er geen sprake was van onrechtmatigheden in het onderzoek. De rechter oordeelde dat er geen reden was voor bewijsuitsluiting van de Encrochat-gegevens.",Ja,"De rechter vond dat de inzet van de interceptietool rechtmatig was volgens Frans recht en dat er geen Nederlandse opsporing plaatsvond, waardoor er geen reden was voor bewijsuitsluiting.","rechtmatigheid bevestigd, geen bewijsuitsluiting, Frans recht, geen Nederlandse opsporing, proportionaliteit en subsidiariteit gewaarborgd",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat de inbreuk op de privacy door het gebruik van encrochat data gerechtvaardigd was, omdat het een legitiem doel diende, namelijk het voorkomen en vervolgen van ernstige strafbare feiten.",Ja,De rechtbank achtte het gebruik van encrochat data gerechtvaardigd vanwege het belang van het voorkomen en vervolgen van ernstige strafbare feiten.,"privacy-inbreuk, legitiem doel, ernstige strafbare feiten, gerechtvaardigd gebruik, privacy vs. veiligheid",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft deze skyberichten met de nodige voorzichtigheid beoordeeld, maar vanwege de overeenkomsten met de aangetroffen spullen en het bericht van een account kort nadat de verdachten zijn opgepakt, zijn de skyberichten bruikbaar geacht voor het bewijs.",Ja,De rechtbank acht de skyberichten relevant en bruikbaar als bewijs vanwege de overeenkomsten met andere aangetroffen bewijsmiddelen.,"voorzichtigheid, overeenkomsten, bruikbaar bewijs, skyberichten, ontsleuteling",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft vastgesteld dat het samenwerkingsverband gedurende een bepaalde periode gebruik maakte van PGP-telefoons om versleutelde of gecodeerde berichten te versturen. Uit een steekproef van onderschepte Ennetcom-data bleek dat ongeveer 75 procent van de berichten gerelateerd was aan criminaliteit. Het gebruik van deze afgeschermde vorm van communicatie heeft volgens de rechtbank bijgedragen aan het vermoeden van een crimineel oogmerk binnen het samenwerkingsverband.,Ja,De rechtbank ziet het gebruik van versleutelde communicatie als een indicatie van criminele activiteiten en als bewijs voor het criminele oogmerk van het samenwerkingsverband.,"versleutelde communicatie, PGP-telefoons, crimineel oogmerk, bewijsvoering, Ennetcom-data",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat de skyecc-data rechtmatig zijn verkregen. Dit oordeel is gebaseerd op het feit dat het interstatelijk vertrouwensbeginsel van toepassing is op de skyecc-tap. Vervolgens is de betrouwbaarheid van de skyecc-data beoordeeld. Het Nederlands Forensisch Instituut (NFI) heeft onderzoek gedaan naar de volledigheid en correctheid van de ontcijferde skyecc-berichten. Uit dit onderzoek is gebleken dat de gebruikte sleutels correct waren en dat de ontcijferde berichten een correcte weergave waren van de chatberichten en hun metadata.,Ja,"De rechtbank baseert haar oordeel op het interstatelijk vertrouwensbeginsel en de bevindingen van het NFI, die de rechtmatigheid en betrouwbaarheid van de skyecc-data bevestigen.","interstatelijk vertrouwensbeginsel, NFI onderzoek, rechtmatigheid bevestigd, betrouwbaarheid bevestigd, correcte ontcijfering",ja,ja,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank concludeert dat de verdachten nauw en bewust hebben samengewerkt met elkaar en met anderen, waaronder de verdachte. Er zijn aanwijzingen dat de verdachte een belangrijke rol had bij het regelen van werknemers voor het uithalen van de cocaïne, wat essentieel is voor het invoerproces.",Ja,De rechtbank baseert haar oordeel mede op de inhoud van versleutelde communicatie die wijst op een georganiseerde en voorbereide aanpak van de criminele activiteiten.,"georganiseerde samenwerking, versleutelde communicatie, bewuste samenwerking, essentiële rol, invoerproces",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelde dat het gebruik van deze data geen schending van een eerlijk proces met zich meebracht.,Ja,De rechtbank vond dat de Encrochat-data op een eerlijke manier als bewijs konden worden gebruikt en dat er geen schending van het recht op een eerlijk proces was.,"eerlijk proces, rechtmatigheid, betrouwbaarheid, toegang tot data, veroordeling",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat de encrochat- en sky-ecc-berichten rechtmatig verkregen zijn en bruikbaar zijn als bewijs in deze zaak van grootschalige drugshandel, wapenhandel, poging tot uitlokking van moord, poging tot afpersing en witwassen van geld.",Ja,"De rechtbank vindt dat de berichten rechtmatig verkregen zijn en bruikbaar als bewijs, ondanks de bezwaren van de verdediging over de betrouwbaarheid en context.","rechtmatig verkregen, bruikbaar als bewijs, bezwaren verworpen, voldoende controle gelegenheid, juistheid van data",ja,ja,ja
1,sleutelfiguur_1,rechter,"De rechter heeft geconcludeerd dat de verdachte nauw en bewust heeft samengewerkt met medeverdachten en betrokken was bij de (verlengde) invoer van cocaïne. Versleutelde communicatie, met name EncroChat, speelde een belangrijke rol in het bewijs tegen de verdachte en medeverdachten.",Ja,"De rechter baseert zijn oordeel mede op de versleutelde communicatie via EncroChat, die cruciaal was voor het bewijs van betrokkenheid bij criminele activiteiten.","EncroChat bewijs, cruciale rol, betrokkenheid verdachte, versleutelde communicatie, criminele activiteiten",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat er geen sprake is van vormverzuimen of onrechtmatigheden betreffende de onderzoeken aan de telefoons van medeverdachten, waardoor het verweer van de verdediging betreffende de schutznorm geen bespreking behoeft.",Ja,"De rechtbank vindt dat de encrochats rechtmatig zijn verkregen en gebruikt kunnen worden als bewijs, omdat er geen vormverzuimen zijn geconstateerd.","rechtmatigheid, vormverzuimen, schutznorm, grondrechten, bewijsgebruik",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft op basis van wettige bewijsmiddelen vastgesteld dat de verdachten deel uitmaakten van een gestructureerd samenwerkingsverband dat stelselmatig grote contante geldbedragen aan derden verstrekten en ontvingen via illegaal ondergronds bankieren.,Ja,De rechtbank heeft de PGP-berichten als wettig en overtuigend bewijs beschouwd voor de betrokkenheid bij gewoontewitwassen.,"wettig bewijs, gestructureerd samenwerkingsverband, ontsleutelde PGP-berichten, gewoontewitwassen, ondergronds bankieren",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechter heeft geoordeeld dat er onvoldoende bewijs is om de verdachte aan te merken als (een van) de schutters in de criminele zaak.,Ja,"De rechtbank baseert haar oordeel op de ennetcom-berichten, die onvoldoende bewijs leveren voor de rol van de verdachte als schutter.","onvoldoende bewijs, ennetcom-berichten, rol verdachte, schutter, rechterlijk oordeel",ja,ja,nee
1,sleutelfiguur_1,rechter,"Het oordeel van de rechter over het gevonden bewijs met betrekking tot de vermeende betrokkenheid van de verdachte bij de productie en handel in verdovende middelen, inclusief de rol van versleutelde communicatie zoals encrochat, was dat de verdachte schuldig werd bevonden aan de ten laste gelegde feiten.",Ja,De rechter heeft de versleutelde communicatie via encrochat als onderdeel van het bewijs beschouwd dat bijdraagt aan de schuld van de verdachte.,"schuldigbevinding, encrochat-bewijs, productie en handel, versleutelde communicatie, bewijsbijdrage",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank concludeerde dat de verdachte en zijn medeverdachten gedurende langere tijd gebruik maakten van pgp-telefoons en het anøm-platform om versleutelde berichten en spraakberichten naar elkaar te sturen. Deze berichten hadden vrijwel uitsluitend betrekking op de voorbereiding en bevordering van criminele activiteiten, zoals de handel in cocaïne en synthetische drugs, en de in- en uitvoer van cocaïne.",Ja,De rechtbank accepteerde de versleutelde communicatie als geldig bewijsmateriaal en vond de inhoud van de berichten zeer relevant voor het aantonen van criminele activiteiten.,"versleutelde communicatie, criminele activiteiten, geldig bewijsmateriaal, relevantie, pgp-telefoons",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De versleutelde communicatie via pgp-telefoons heeft bijgedragen aan het bewijs van de betrokkenheid van de verdachten bij het criminele samenwerkingsverband.,Ja,De rechtbank ziet de versleutelde communicatie als een cruciaal onderdeel van het bewijs dat de betrokkenheid van de verdachten bij het criminele samenwerkingsverband aantoont.,"versleutelde communicatie, pgp-telefoons, crimineel samenwerkingsverband, bewijs, schuilnamen/aliassen",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,Het oordeel van de rechter over de rechtmatigheid van het gebruik van encrochat-gegevens als bewijs in de zaak is dat de gegevens rechtmatig zijn verkregen en gebruikt kunnen worden in het bewijs.,Ja,"De rechtbank oordeelt dat de encrochat-gegevens rechtmatig zijn verkregen en dat er geen onrechtmatige inmenging in het privéleven van de verdachte heeft plaatsgevonden, waardoor ze als bewijs kunnen worden gebruikt.","rechtmatigheid bevestigd, geen onrechtmatige inmenging, artikel 8 EVRM gewaarborgd, gebruik als bewijs toegestaan, encrochat-data rechtmatig",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geconcludeerd dat de verdachte een rol speelde in de drugshandel, onder meer door het verzenden van postpakketten met verdovende middelen en het onderhouden van contacten via versleutelde communicatie.",Ja,"De rechtbank baseert haar oordeel mede op communicatie via versleutelde programma's die op de usb-sticks zijn aangetroffen, wat bijdraagt aan de betrokkenheid van de verdachte bij de drugshandel.","versleutelde communicatie, usb-sticks, drugshandel, betrokkenheid verdachte, bewijsvoering",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,Het oordeel van de rechtbank met betrekking tot de rechtmatigheid en betrouwbaarheid van de Skyecc-data als bewijs in strafzaken was dat de data rechtmatig zijn verkregen.,Ja,De rechtbank baseert haar oordeel op het interstatelijk vertrouwensbeginsel en de bevindingen van het NFI over de betrouwbaarheid van de ontcijferde berichten.,"interstatelijk vertrouwensbeginsel, rechtmatigheid bevestigd, NFI onderzoek, betrouwbaarheid ontcijfering, oordeel rechtbank",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat de wettelijke kaders zijn nageleefd en dat er geen sprake was van een onrechtmatige inmenging van het openbaar gezag in het privéleven van de verdachte.,Ja,"De rechtbank vindt dat de encrochat berichten rechtmatig zijn verkregen en gebruikt kunnen worden als bewijs, omdat de wettelijke kaders zijn nageleefd.","rechtmatigheid, wettelijke kaders, onrechtmatige inmenging, artikel 8 EVRM, cruciale rol",ja,ja,ja
1,sleutelfiguur_1,rechter,"De rechter heeft geoordeeld dat er voldoende bewijs is voor de betrokkenheid van de verdachte bij drugshandel, waarbij versleutelde communicatie via het anom platform een cruciale rol speelde.",Ja,De rechter baseert zijn oordeel op de versleutelde communicatie die als cruciaal bewijs wordt gezien voor de betrokkenheid van de verdachte.,"cruciaal bewijs, versleutelde communicatie, drugshandel, betrokkenheid verdachte, anom platform",ja,nvt,ja
1,sleutelfiguur_1,rechter,"Al met al hebben de observaties, inbeslagname van drugs en apparatuur, notities en communicatie via versleutelde kanalen zoals EncroChat bijgedragen aan het oordeel van de rechter in deze zaak van medeplegen van drugshandel en bezit van MDMA.",Ja,De rechter heeft het bewijs van communicatie via EncroChat als onderdeel van de bewijsmiddelen beschouwd die bijdragen aan het oordeel over de betrokkenheid bij drugshandel.,"EncroChat, crypto-bewijs, rechterlijk oordeel, drugshandel, medeplegen",ja,ja,ja
1,sleutelfiguur_1,het hof,Het hof benadrukte dat alle verzoeken tot het horen van getuigen beoordeeld moesten worden aan de hand van het verdedigingsbelang. Het hof oordeelde dat het in het belang van de verdediging was om de genoemde getuigen te horen en wees deze verzoeken toe.,Nee,"Het hof vond het belangrijk om getuigen te horen in het belang van de verdediging, maar dit had geen directe betrekking op crypto-data.","verdedigingsbelang, getuigenverhoor, toewijzing verzoeken, onvindbaarheid getuigen, beslissing hof",nvt,nvt,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelde dat de analyse te algemeen was en gebaseerd was op een groot aantal zoekwoorden ('topics') die op zichzelf niet altijd crimineel van aard zijn.,Ja,De rechtbank vond dat de analyse van de versleutelde communicatie niet specifiek genoeg was en dat de conclusies die eruit werden getrokken niet gerechtvaardigd waren.,"algemene analyse, zoekwoorden, context ontbreekt, onverantwoorde conclusies, onvoldoende onderbouwing",nee,nee,nee
1,sleutelfiguur_1,rechter,De Nederlandse rechters-commissaris hebben de rechtmatigheid van het gebruik van de verkregen gegevens beoordeeld en hebben voorwaarden gesteld voor verdere gebruik.,Ja,"De rechters-commissaris hebben de rechtmatigheid van het gebruik van de Sky ECC-gegevens beoordeeld en voorwaarden gesteld voor het verdere gebruik ervan, wat direct betrekking heeft op de crypto-data.","rechtmatigheidstoetsing, voorwaarden gesteld, proportionaliteit, bescherming persoonlijke levenssfeer, gebruik in andere onderzoeken",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geconcludeerd dat de verkregen Encrochat-berichten niet volledig en betrouwbaar waren, waardoor de bewijsbaarheid van de feiten in twijfel werd getrokken.",Ja,"De rechtbank vond dat de Encrochat-berichten niet volledig en betrouwbaar waren, wat de bewijsbaarheid van de feiten ondermijnde.","onvolledigheid, betrouwbaarheid, bewijsbaarheid, Encrochat-berichten, twijfel",nee,nvt,nee
1,sleutelfiguur_1,de rechtbank,"In deze specifieke strafzaak speelden versleutelde communicatie en technologieën zoals Encrochat, Sky-ECC, PGP-telefoons en andere dus een essentiële rol bij het bewijs dat heeft geleid tot de veroordeling van de verdachte.",Ja,De rechtbank erkent dat versleutelde communicatie een cruciaal onderdeel was van het bewijs dat leidde tot de veroordeling van de verdachte.,"versleutelde communicatie, cruciaal bewijs, veroordeling, digitale forensische technieken, technologie in strafzaken",ja,ja,ja
1,sleutelfiguur_1,rechter,De rechter of rechtbank zal moeten beoordelen of de berichten daadwerkelijk wijzen op betrokkenheid bij criminele activiteiten of dat er andere plausibele verklaringen zijn.,Ja,De rechter moet de relevantie en interpretatie van de versleutelde communicatie als bewijs beoordelen.,"beoordeling communicatie, interpretatie berichten, plausibele verklaringen, betrokkenheid criminele activiteiten, zorgvuldige afweging",nvt,nvt,nvt
